index,10-21-2021,10-20-2021,10-19-2021,10-18-2021,10-17-2021,10-16-2021,10-15-2021,10-14-2021,10-13-2021,10-12-2021,10-11-2021,10-10-2021,10-9-2021,10-8-2021,10-7-2021,10-6-2021,10-5-2021,10-4-2021,10-3-2021,10-2-2021,10-1-2021,9-30-2021,9-29-2021,9-28-2021,9-27-2021,9-26-2021,9-25-2021,9-24-2021,9-23-2021,9-21-2021,9-20-2021,9-19-2021,9-18-2021,9-17-2021,9-16-2021,9-15-2021,9-14-2021,9-13-2021,9-12-2021,9-11-2021,9-10-2021,9-9-2021,9-8-2021,9-7-2021,9-6-2021,9-5-2021,9-4-2021,9-3-2021,9-2-2021,9-1-2021,8-31-2021,8-30-2021,8-29-2021,8-28-2021,8-27-2021,8-26-2021,8-25-2021,8-24-2021,8-23-2021,8-22-2021,8-21-2021,8-20-2021,8-19-2021,8-18-2021,8-17-2021,8-16-2021,8-15-2021,8-14-2021,8-13-2021,8-12-2021,8-11-2021,8-10-2021,8-9-2021,8-8-2021,8-7-2021,8-6-2021,8-5-2021,8-4-2021,8-3-2021,8-2-2021,8-1-2021,7-31-2021,7-30-2021,7-29-2021,7-28-2021,7-27-2021,7-26-2021,7-25-2021,7-24-2021,7-23-2021,7-22-2021,7-21-2021,7-20-2021,7-19-2021,7-18-2021,7-17-2021,7-16-2021,7-15-2021,7-14-2021,7-13-2021,7-12-2021,7-11-2021,7-10-2021,7-9-2021,7-8-2021,7-7-2021,7-6-2021,7-5-2021,7-4-2021,7-3-2021,7-2-2021,7-1-2021,6-30-2021,6-29-2021,6-28-2021,6-27-2021,6-26-2021,6-25-2021,6-24-2021,6-23-2021,6-22-2021,6-21-2021,6-20-2021,6-19-2021,6-18-2021,6-17-2021,6-16-2021,6-15-2021,6-14-2021,6-13-2021,6-12-2021,6-11-2021,6-10-2021,6-9-2021,6-8-2021,6-7-2021,6-6-2021,6-5-2021,6-4-2021,6-3-2021,6-2-2021,6-1-2021,5-19-2021,5-18-2021,5-17-2021,5-16-2021,5-15-2021,5-14-2021,5-13-2021,5-12-2021
VISN23 Cases,"1,803,635.00","1,799,512.00","1,789,685.00","1,782,147.00","1,777,564.00","1,777,009.00","1,776,533.00","1,771,886.00","1,767,262.00","1,754,653.00","1,744,119.00","1,740,334.00","1,740,092.00","1,739,568.00","1,734,050.00","1,729,337.00","1,714,469.00","1,705,164.00","1,699,174.00","1,698,938.00","1,698,274.00","1,692,793.00","1,687,671.00","1,673,116.00","1,664,418.00","1,659,281.00","1,659,029.00","1,658,455.00","1,653,713.00","1,633,985.00","1,615,569.00","1,611,100.00","1,610,786.00","1,610,347.00","1,605,850.00","1,601,773.00","1,585,549.00","1,579,356.00","1,574,627.00","1,574,439.00","1,573,982.00","1,570,094.00","1,567,069.00","1,550,852.00","1,547,085.00","1,546,330.00","1,546,178.00","1,545,798.00","1,542,067.00","1,538,406.00","1,527,710.00","1,521,761.00","1,518,182.00","1,517,832.00","1,517,529.00","1,514,256.00","1,511,131.00","1,501,527.00","1,496,147.00","1,492,948.00","1,492,769.00","1,492,582.00","1,489,758.00","1,487,405.00","1,479,819.00","1,475,800.00","1,473,160.00","1,472,990.00","1,472,835.00","1,470,664.00","1,468,651.00","1,460,905.00","1,458,747.00","1,457,010.00","1,456,900.00","1,456,798.00","1,455,300.00","1,453,967.00","1,448,902.00","1,446,890.00","1,445,738.00","1,445,708.00","1,445,636.00","1,444,533.00","1,443,672.00","1,440,352.00","1,439,103.00","1,438,257.00","1,438,238.00","1,438,197.00","1,437,585.00","1,437,059.00","1,435,163.00","1,434,421.00","1,433,869.00","1,433,858.00","1,433,815.00","1,432,669.00","1,432,318.00","1,429,389.00","1,428,844.00","1,428,503.00","1,428,486.00","1,428,457.00","1,428,220.00","1,427,996.00","1,427,570.00","1,427,237.00","1,427,190.00","1,427,126.00","1,426,952.00","1,426,669.00",1426379.0,1426145.0,1425880.0,1425612.0,1425475.0,1425315.0,1425101.0,1424866.0,1424608.0,1424370.0,1424124.0,1423979.0,1423789.0,1423552.0,1423265.0,1423050.0,1422790.0,1422522.0,1422309.0,1422063.0,1421717.0,,,,,,,,,,,,,,,,,
VISN23 NewCases,"4,123.00","9,827.00","7,538.00","4,583.00",555.00,476.00,"4,647.00","4,624.00","12,609.00","10,534.00","3,785.00",242.00,524.00,"5,518.00","4,713.00","14,868.00","9,305.00","5,990.00",236.00,664.00,"5,481.00","5,122.00","14,555.00","8,698.00","5,137.00",252.00,574.00,"4,742.00","4,330.00","8,534.00","4,469.00",314.00,439.00,"4,497.00","4,077.00","16,224.00","6,193.00","4,729.00",188.00,457.00,"3,888.00","3,025.00","16,217.00","3,767.00",755.00,152.00,380.00,"3,731.00","3,661.00","10,696.00","5,949.00","3,579.00",350.00,303.00,"3,273.00","3,125.00","9,604.00","5,380.00","3,199.00",179.00,187.00,"2,825.00","2,353.00","7,586.00","4,019.00","2,640.00",170.00,155.00,"2,171.00","2,013.00","7,746.00","2,158.00","1,737.00",110.00,102.00,"1,498.00","1,333.00","5,065.00","2,012.00","1,152.00",30.00,72.00,"1,103.00",861.00,"3,320.00","1,249.00",846.00,19.00,41.00,594.00,509.00,"1,896.00",742.00,552.00,11.00,43.00,379.00,351.00,"1,292.00",-983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA Cases,"710,571.00","707,468.00","704,872.00","699,451.00","697,424.00","697,362.00","697,362.00","694,843.00","691,863.00","688,894.00","686,430.00","680,808.00","680,744.00","680,744.00","678,381.00","675,511.00","672,888.00","670,371.00","663,660.00","663,560.00","663,560.00","660,467.00","657,284.00","654,532.00","651,511.00","643,285.00","643,183.00","643,183.00","640,094.00","633,534.00","630,603.00","623,254.00","623,254.00","623,143.00","619,605.00","616,119.00","612,363.00","609,292.00","600,184.00","599,971.00","599,971.00","596,505.00","592,468.00","588,803.00","577,902.00","577,720.00","577,569.00","577,569.00","573,736.00","568,881.00","564,787.00","561,423.00","553,077.00","553,077.00","553,077.00","548,608.00","544,623.00","541,672.00","538,206.00","530,203.00","530,203.00","530,094.00","526,305.00","522,390.00","518,604.00","516,226.00","508,631.00","508,631.00","508,631.00","505,566.00","501,941.00","497,771.00","496,367.00","489,960.00","489,960.00","489,960.00","487,754.00","484,838.00","482,341.00","477,352.00","474,520.00","474,520.00","474,520.00","473,676.00","472,867.00","471,529.00","470,553.00","467,489.00","467,489.00","467,489.00","467,069.00","464,963.00","464,014.00","463,232.00","461,412.00","461,412.00","461,401.00","460,730.00","460,015.00","459,282.00","458,634.00","457,092.00","457,092.00","457,092.00","456,643.00","456,116.00","455,630.00","454,484.00","454,484.00","454,484.00","454,484.00","454,087.00",453630.0,453307.0,452960.0,452390.0,452327.0,451980.0,451560.0,450995.0,450240.0,449829.0,449170.0,449108.0,448716.0,448263.0,447720.0,447268.0,446778.0,446091.0,446007.0,445462.0,444852.0,444130.0,442457.0,441694.0,441888.0,441888.0,441243.0,440509.0,439637.0,438893.0,426949.0,426058.0,425382.0,424581.0,424499.0,423721.0,421279.0,419977.0
WA NewCases,"3,103.00","2,596.00","5,421.00","2,027.00",62.00,0.00,"2,519.00","2,980.00","2,969.00","2,464.00","5,622.00",64.00,0.00,"2,363.00","2,870.00","2,623.00","2,517.00","6,711.00",100.00,0.00,"3,093.00","3,183.00","2,752.00","3,021.00","8,226.00",102.00,0.00,"3,089.00","4,458.00","2,931.00","7,349.00",0.00,0.00,"3,538.00","3,486.00","3,756.00","3,071.00","9,108.00",213.00,0.00,"3,466.00","4,037.00","3,665.00","10,901.00",182.00,151.00,0.00,"3,833.00","4,855.00","4,094.00","3,364.00","8,346.00",0.00,0.00,"4,469.00","3,985.00","2,951.00","3,466.00","8,003.00",0.00,109.00,"3,789.00","3,915.00","3,786.00","2,378.00","7,595.00",0.00,0.00,"3,065.00","3,625.00","4,170.00","1,404.00","6,407.00",0.00,0.00,"2,206.00","2,916.00","2,497.00","4,989.00","2,832.00",0.00,0.00,844.00,809.00,"1,338.00",976.00,"3,064.00",0.00,0.00,420.00,"2,106.00",949.00,782.00,"1,820.00",0.00,11.00,671.00,715.00,733.00,558.00,"1,542.00",0.00,0.00,449.00,527.00,486.00,"1,146.00",0.00,0.00,0.00,397.00,457.00,323.0,347.0,570.0,63.0,347.0,420.0,565.0,742.0,411.0,659.0,62.0,392.0,453.0,482.0,452.0,490.0,687.0,84.0,545.0,610.0,722.0,1673.0,763.0,-194.0,0.0,645.0,734.0,872.0,719.0,1393.0,891.0,676.0,801.0,82.0,778.0,2442.0,1302.0,1098.0
OR Cases,"356,061.00","354,681.00","353,368.00","352,026.00","348,766.00","348,766.00","348,766.00","347,616.00","346,480.00","345,344.00","343,993.00","341,113.00","341,113.00","341,113.00","339,556.00","338,130.00","336,598.00","334,971.00","331,709.00","331,709.00","331,709.00","330,054.00","328,184.00","326,191.00","324,571.00","320,990.00","320,990.00","320,990.00","318,914.00","314,841.00","313,161.00","309,841.00","309,841.00","309,841.00","307,768.00","305,560.00","303,532.00","301,504.00","296,825.00","296,825.00","296,825.00","294,392.00","291,978.00","289,649.00","283,873.00","283,873.00","283,873.00","283,873.00","281,513.00","279,087.00","276,287.00","273,896.00","268,401.00","268,401.00","265,210.00","265,210.00","263,164.00","260,425.00","257,644.00","252,977.00","252,977.00","252,977.00","250,835.00","247,866.00","245,758.00","242,843.00","238,463.00","238,463.00","238,463.00","236,698.00","234,393.00","232,436.00","230,103.00","226,899.00","226,899.00","226,899.00","225,919.00","224,547.00","223,364.00","221,799.00","219,755.00","219,755.00","219,756.00","218,689.00","217,690.00","216,875.00","215,853.00","214,869.00","214,869.00","214,869.00","214,263.00","213,730.00","213,339.00","212,755.00","212,030.00","212,030.00","212,030.00","211,654.00","211,357.00","211,112.00","210,794.00","210,287.00","210,287.00","210,287.00","210,042.00","209,800.00","209,561.00","209,082.00","209,082.00","209,082.00","209,082.00","208,900.00",208680.0,208504.0,208310.0,208192.0,208071.0,207884.0,207617.0,207417.0,207106.0,206854.0,206777.0,206581.0,206299.0,206038.0,205780.0,205459.0,205154.0,205030.0,204898.0,204653.0,204317.0,204016.0,203679.0,203411.0,203252.0,203033.0,202762.0,202286.0,202078.0,201701.0,196845.0,196405.0,196004.0,195684.0,195179.0,194542.0,193732.0,193014.0
OR NewCases,"1,380.00","1,313.00","1,342.00","3,260.00",0.00,0.00,"1,150.00","1,136.00","1,136.00","1,351.00","2,880.00",0.00,0.00,"1,557.00","1,426.00","1,532.00","1,627.00","3,262.00",0.00,0.00,"1,655.00","1,870.00","1,993.00","1,620.00","3,581.00",0.00,0.00,"2,076.00","1,807.00","1,680.00","3,320.00",0.00,0.00,"2,073.00","2,208.00","2,028.00","2,028.00","4,679.00",0.00,0.00,"2,433.00","2,414.00","2,329.00","5,776.00",0.00,0.00,0.00,"2,360.00","2,426.00","2,800.00","2,391.00","5,495.00",0.00,"3,191.00",0.00,"2,046.00","2,739.00","2,781.00","4,667.00",0.00,0.00,"2,142.00","2,969.00","2,108.00","2,915.00","4,380.00",0.00,0.00,"1,765.00","2,305.00","1,957.00","2,333.00","3,204.00",0.00,0.00,980.00,"1,372.00","1,183.00","1,565.00","2,044.00",0.00,-1.00,"1,067.00",999.00,815.00,"1,022.00",984.00,0.00,0.00,606.00,533.00,391.00,584.00,725.00,0.00,0.00,376.00,297.00,245.00,318.00,507.00,0.00,0.00,245.00,242.00,239.00,479.00,0.00,0.00,0.00,182.00,220.00,176.0,194.0,118.0,121.0,187.0,267.0,200.0,311.0,252.0,77.0,196.0,282.0,261.0,258.0,321.0,305.0,124.0,132.0,245.0,336.0,301.0,337.0,268.0,159.0,219.0,271.0,476.0,208.0,377.0,140.0,440.0,401.0,320.0,505.0,637.0,810.0,718.0,598.0
ID Cases,"282,865.00","281,543.00","279,993.00","278,516.00","277,226.00","276,922.00","276,139.00","274,617.00","272,703.00","270,703.00","268,713.00","268,713.00","268,507.00","267,711.00","266,050.00","264,710.00","263,340.00","261,526.00","260,395.00","260,056.00","259,147.00","257,372.00","255,462.00","253,813.00","252,426.00","251,009.00","250,611.00","249,805.00","248,152.00","245,458.00","243,650.00","242,388.00","242,089.00","241,335.00","239,602.00","238,373.00","237,056.00","235,422.00","233,969.00","232,693.00","232,693.00","231,119.00","229,679.00","228,162.00","225,604.00","225,604.00","225,604.00","225,604.00","224,227.00","222,631.00","221,463.00","220,248.00","217,961.00","217,961.00","217,961.00","217,128.00","216,148.00","215,127.00","214,123.00","213,024.00","213,024.00","213,024.00","212,408.00","211,612.00","210,395.00","209,490.00","208,137.00","208,137.00","208,137.00","207,354.00","206,602.00","205,866.00","205,112.00","204,170.00","204,170.00","204,170.00","203,491.00","202,748.00","201,485.00","200,952.00","200,564.00","200,564.00","200,564.00","200,034.00","199,595.00","199,236.00","198,919.00","198,306.00","198,306.00","198,306.00","198,093.00","197,861.00","197,533.00","197,289.00","196,935.00","196,935.00","196,935.00","196,773.00","196,567.00","196,387.00","196,207.00","195,910.00","195,910.00","195,910.00","195,775.00","195,630.00","195,506.00","195,249.00","195,249.00","195,249.00","195,249.00","195,166.00",195074.0,194977.0,194901.0,194768.0,194768.0,194768.0,194685.0,194596.0,194444.0,194327.0,194084.0,194084.0,194084.0,194084.0,193997.0,193910.0,193821.0,193593.0,193593.0,193593.0,193475.0,193375.0,193235.0,193107.0,192870.0,192870.0,192870.0,192704.0,192552.0,192378.0,190784.0,190547.0,190354.0,189982.0,189982.0,189982.0,189815.0,189657.0
ID NewCases,"1,322.00","1,550.00","1,477.00","1,290.00",304.00,783.00,"1,522.00","1,914.00","2,000.00","1,990.00",0.00,206.00,796.00,"1,661.00","1,340.00","1,370.00","1,814.00","1,131.00",339.00,909.00,"1,775.00","1,910.00","1,649.00","1,387.00","1,417.00",398.00,806.00,"1,653.00","1,335.00","1,808.00","1,262.00",299.00,754.00,"1,733.00","1,229.00","1,317.00","1,634.00","1,453.00","1,276.00",0.00,"1,574.00","1,440.00","1,517.00","2,558.00",0.00,0.00,0.00,"1,377.00","1,596.00","1,168.00","1,215.00","2,287.00",0.00,0.00,833.00,980.00,"1,021.00","1,004.00","1,099.00",0.00,0.00,616.00,796.00,"1,217.00",905.00,"1,353.00",0.00,0.00,783.00,752.00,736.00,754.00,942.00,0.00,0.00,679.00,743.00,635.00,533.00,388.00,0.00,0.00,530.00,439.00,359.00,317.00,613.00,0.00,0.00,213.00,232.00,328.00,244.00,354.00,0.00,0.00,162.00,206.00,180.00,180.00,297.00,0.00,0.00,135.00,145.00,124.00,257.00,0.00,0.00,0.00,83.00,92.00,97.0,76.0,133.0,0.0,0.0,83.0,89.0,152.0,117.0,243.0,0.0,0.0,0.0,87.0,87.0,89.0,228.0,0.0,0.0,118.0,100.0,140.0,128.0,237.0,0.0,0.0,166.0,152.0,174.0,294.0,237.0,193.0,372.0,0.0,0.0,167.0,158.0,230.0
AK Cases,"130,336.00","129,341.00","128,526.00","125,731.00","125,731.00","125,731.00","125,731.00","124,760.00","123,795.00","122,583.00","122,148.00","119,400.00","119,400.00","119,400.00","118,578.00","117,753.00","116,903.00","116,063.00","113,860.00","113,860.00","113,860.00","112,834.00","111,585.00","110,615.00","109,934.00","105,988.00","105,988.00","105,988.00","104,225.00","101,716.00","100,893.00","98,806.00","98,806.00","98,806.00","97,934.00","96,885.00","95,805.00","95,118.00","93,660.00","93,660.00","93,660.00","92,968.00","92,135.00","91,304.00","89,192.00","89,192.00","89,192.00","89,192.00","88,619.00","87,910.00","87,122.00","86,485.00","85,309.00","85,309.00","85,309.00","84,791.00","84,064.00","83,451.00","82,863.00","81,762.00","81,762.00","81,762.00","81,298.00","80,620.00","79,974.00","79,526.00","78,478.00","78,478.00","78,478.00","78,152.00","77,752.00","77,381.00","77,132.00","76,292.00","76,292.00","76,292.00","75,965.00","75,593.00","75,256.00","74,965.00","74,231.00","74,231.00","74,231.00","73,661.00","73,661.00","73,141.00","73,141.00","72,584.00","72,584.00","72,584.00","72,146.00","72,146.00","71,684.00","71,684.00","71,231.00","71,231.00","71,231.00","70,949.00","70,949.00","70,703.00","70,703.00","70,534.00","70,534.00","70,534.00","70,404.00","70,404.00","70,193.00","70,193.00","70,193.00","70,193.00","70,193.00","70,094.00",70094.0,70007.0,70007.0,69911.0,69911.0,69911.0,69871.0,69871.0,69803.0,69803.0,69716.0,69716.0,69716.0,69609.0,69609.0,69558.0,69558.0,69489.0,69489.0,69489.0,69429.0,69429.0,69313.0,69362.0,69313.0,69313.0,69313.0,69253.0,69201.0,69160.0,68611.0,68513.0,68457.0,68325.0,68325.0,68325.0,68222.0,68143.0
AK NewCases,995.00,815.00,"2,795.00",0.00,0.00,0.00,971.00,965.00,"1,212.00",435.00,"2,748.00",0.00,0.00,822.00,825.00,850.00,840.00,"2,203.00",0.00,0.00,"1,026.00","1,249.00",970.00,681.00,"3,946.00",0.00,0.00,"1,763.00","1,278.00",823.00,"2,087.00",0.00,0.00,872.00,"1,049.00","1,080.00",687.00,"1,458.00",0.00,0.00,692.00,833.00,831.00,"2,112.00",0.00,0.00,0.00,573.00,709.00,788.00,637.00,"1,176.00",0.00,0.00,518.00,727.00,613.00,588.00,"1,101.00",0.00,0.00,464.00,678.00,646.00,448.00,"1,048.00",0.00,0.00,326.00,400.00,371.00,249.00,840.00,0.00,0.00,327.00,372.00,337.00,291.00,734.00,0.00,0.00,570.00,0.00,520.00,0.00,557.00,0.00,0.00,438.00,0.00,462.00,0.00,453.00,0.00,0.00,282.00,0.00,246.00,0.00,169.00,0.00,0.00,130.00,0.00,211.00,0.00,0.00,0.00,0.00,99.00,0.00,87.0,0.0,96.0,0.0,0.0,40.0,0.0,68.0,0.0,87.0,0.0,0.0,107.0,0.0,51.0,0.0,69.0,0.0,0.0,60.0,0.0,67.0,-49.0,49.0,0.0,0.0,60.0,52.0,41.0,109.0,98.0,56.0,132.0,0.0,0.0,103.0,79.0,86.0
MI Cases,"1,234,696.00","1,234,350.00","1,225,871.00","1,225,664.00","1,216,499.00","1,216,364.00","1,216,364.00","1,206,640.00","1,206,348.00","1,195,898.00","1,195,561.00","1,185,862.00","1,185,862.00","1,185,862.00","1,176,061.00","1,175,681.00","1,166,331.00","1,166,150.00","1,156,433.00","1,156,279.00","1,156,279.00","1,147,405.00","1,147,082.00","1,138,697.00","1,138,422.00","1,129,851.00","1,129,779.00","1,129,779.00","1,122,912.00","1,115,136.00","1,114,972.00","1,106,898.00","1,106,820.00","1,106,820.00","1,100,361.00","1,100,103.00","1,092,589.00","1,092,373.00","1,085,552.00","1,085,552.00","1,085,552.00","1,078,800.00","1,078,474.00","1,075,217.00","1,068,444.00","1,068,444.00","1,068,406.00","1,068,406.00","1,063,303.00","1,063,189.00","1,057,959.00","1,057,779.00","1,052,267.00","1,052,203.00","1,052,203.00","1,047,854.00","1,047,584.00","1,042,598.00","1,042,497.00","1,038,223.00","1,038,186.00","1,038,186.00","1,033,585.00","1,033,411.00","1,030,241.00","1,030,102.00","1,026,326.00","1,026,294.00","1,026,294.00","1,022,824.00","1,022,570.00","1,019,398.00","1,019,369.00","1,016,277.00","1,016,225.00","1,016,225.00","1,011,969.00","1,011,802.00","1,011,789.00","1,009,021.00","1,008,860.00","1,008,853.00","1,008,839.00","1,006,317.00","1,006,204.00","1,006,186.00","1,004,237.00","1,004,156.00","1,004,151.00","1,004,148.00","1,002,505.00","1,002,423.00","1,002,416.00","1,001,310.00","1,001,258.00","1,001,258.00","1,001,257.00","1,000,378.00","1,000,325.00","1,000,319.00","999,620.00","999,594.00","999,593.00","999,584.00","998,790.00","998,766.00","998,762.00","998,238.00","998,236.00","998,236.00","998,236.00","998,112.00",997871.0,997564.0,997328.0,996951.0,996951.0,996951.0,996813.0,996614.0,996255.0,996068.0,995718.0,995718.0,995718.0,995546.0,995374.0,995158.0,994940.0,994558.0,994552.0,994337.0,994003.0,993636.0,993341.0,992975.0,992526.0,992513.0,992116.0,991556.0,991029.0,990509.0,981455.0,979534.0,977992.0,975440.0,975388.0,973953.0,971849.0,969452.0
MI NewCases,346.00,"8,479.00",207.00,"9,165.00",135.00,0.00,"9,724.00",292.00,"10,450.00",337.00,"9,699.00",0.00,0.00,"9,801.00",380.00,"9,350.00",181.00,"9,717.00",154.00,0.00,"8,874.00",323.00,"8,385.00",275.00,"8,571.00",72.00,0.00,"6,867.00",302.00,164.00,"8,074.00",78.00,0.00,"6,459.00",258.00,"7,514.00",216.00,"6,821.00",0.00,0.00,"6,752.00",326.00,"3,257.00","6,773.00",0.00,38.00,0.00,"5,103.00",114.00,"5,230.00",180.00,"5,512.00",64.00,0.00,"4,349.00",270.00,"4,986.00",101.00,"4,274.00",37.00,0.00,"4,601.00",174.00,"3,170.00",139.00,"3,776.00",32.00,0.00,"3,470.00",254.00,"3,172.00",29.00,"3,092.00",52.00,0.00,"4,256.00",167.00,13.00,"2,768.00",161.00,7.00,14.00,"2,522.00",113.00,18.00,"1,949.00",81.00,5.00,3.00,"1,643.00",82.00,7.00,"1,106.00",52.00,0.00,1.00,879.00,53.00,6.00,699.00,26.00,1.00,9.00,794.00,24.00,4.00,524.00,2.00,0.00,0.00,124.00,241.00,307.0,236.0,377.0,0.0,0.0,138.0,199.0,359.0,187.0,350.0,0.0,0.0,172.0,172.0,216.0,218.0,382.0,6.0,215.0,334.0,367.0,295.0,366.0,449.0,13.0,397.0,560.0,527.0,520.0,965.0,1921.0,1542.0,2552.0,52.0,1435.0,2104.0,2397.0,2717.0
OH Cases,"1,511,760.00","1,507,676.00","1,503,102.00","1,499,485.00","1,496,675.00","1,494,160.00","1,490,451.00","1,485,514.00","1,480,371.00","1,474,723.00","1,470,267.00","1,467,331.00","1,461,932.00","1,458,747.00","1,452,096.00","1,445,786.00","1,439,490.00","1,433,957.00","1,429,745.00","1,426,300.00","1,420,206.00","1,413,972.00","1,407,442.00","1,400,979.00","1,393,696.00","1,390,015.00","1,385,749.00","1,380,370.00","1,373,275.00","1,358,918.00","1,352,104.00","1,347,205.00","1,342,777.00","1,336,061.00","1,327,614.00","1,319,265.00","1,311,518.00","1,304,193.00","1,298,625.00","1,294,162.00","1,285,757.00","1,276,738.00","1,268,841.00","1,262,018.00","1,257,142.00","1,253,198.00","1,247,637.00","1,241,268.00","1,235,089.00","1,228,002.00","1,220,900.00","1,214,986.00","1,211,895.00","1,207,932.00","1,202,728.00","1,197,873.00","1,192,478.00","1,187,878.00","1,183,761.00","1,180,986.00","1,178,792.00","1,175,340.00","1,171,557.00","1,168,111.00","1,164,808.00","1,161,573.00","1,159,759.00","1,157,782.00","1,155,322.00","1,152,590.00","1,149,318.00","1,145,925.00","1,143,599.00","1,142,330.00","1,140,917.00","1,138,600.00","1,136,934.00","1,134,965.00","1,132,798.00","1,131,029.00","1,130,134.00","1,129,277.00","1,127,808.00","1,126,625.00","1,125,420.00","1,123,964.00","1,122,647.00","1,122,104.00","1,121,609.00","1,120,922.00","1,120,120.00","1,119,298.00","1,118,513.00","1,117,769.00","1,117,109.00","1,116,808.00","1,116,322.00","1,115,789.00","1,115,242.00","1,114,835.00","1,114,491.00","1,114,267.00","1,114,036.00","1,113,737.00","1,113,383.00","1,113,006.00","1,112,689.00","1,112,499.00","1,112,289.00","1,112,289.00","1,112,088.00","1,111,903.00",1111324.0,1111124.0,1110847.0,1110700.0,1110546.0,1110292.0,1110000.0,1109697.0,1109374.0,1109025.0,1108902.0,1108736.0,1108528.0,1108146.0,1107902.0,1107521.0,1107225.0,1107047.0,1106796.0,1106411.0,1106064.0,1105720.0,1105329.0,1104903.0,1104648.0,1104380.0,1104001.0,1103380.0,1102890.0,1102556.0,1093534.0,1092616.0,1091623.0,1090894.0,1090276.0,1089357.0,1088343.0,1087182.0
OH NewCases,"4,084.00","4,574.00","3,617.00","2,810.00","2,515.00","3,709.00","4,937.00","5,143.00","5,648.00","4,456.00","2,936.00","5,399.00","3,185.00","6,651.00","6,310.00","6,296.00","5,533.00","4,212.00","3,445.00","6,094.00","6,234.00","6,530.00","6,463.00","7,283.00","3,681.00","4,266.00","5,379.00","7,095.00","7,475.00","6,814.00","4,899.00","4,428.00","6,716.00","8,447.00","8,349.00","7,747.00","7,325.00","5,568.00","4,463.00","8,405.00","9,019.00","7,897.00","6,823.00","4,876.00","3,944.00","5,561.00","6,369.00","6,179.00","7,087.00","7,102.00","5,914.00","3,091.00","3,963.00","5,204.00","4,855.00","5,395.00","4,600.00","4,117.00","2,775.00","2,194.00","3,452.00","3,783.00","3,446.00","3,303.00","3,235.00","1,814.00","1,977.00","2,460.00","2,732.00","3,272.00","3,393.00","2,326.00","1,269.00","1,413.00","2,317.00","1,666.00","1,969.00","2,167.00","1,769.00",895.00,857.00,"1,469.00","1,183.00","1,205.00","1,456.00","1,317.00",543.00,495.00,687.00,802.00,822.00,785.00,744.00,660.00,301.00,486.00,533.00,547.00,407.00,344.00,224.00,231.00,299.00,354.00,377.00,317.00,190.00,210.00,0.00,201.00,185.00,579.00,200.0,277.0,147.0,154.0,254.0,292.0,303.0,323.0,349.0,123.0,166.0,208.0,382.0,244.0,381.0,296.0,178.0,251.0,385.0,347.0,344.0,391.0,426.0,255.0,268.0,379.0,621.0,490.0,334.0,622.0,918.0,993.0,729.0,618.0,919.0,1014.0,1161.0,1449.0
IN Cases,"1,009,338.00","1,007,186.00","1,005,233.00","1,003,698.00","999,870.00","999,870.00","999,870.00","997,606.00","994,974.00","992,279.00","990,674.00","985,949.00","985,949.00","985,949.00","982,409.00","980,206.00","977,567.00","975,465.00","969,375.00","969,375.00","969,375.00","966,199.00","962,805.00","959,942.00","957,632.00","951,308.00","951,308.00","951,308.00","948,099.00","940,608.00","937,970.00","929,986.00","929,986.00","929,986.00","925,698.00","921,606.00","916,901.00","913,389.00","903,219.00","903,219.00","903,219.00","897,885.00","892,733.00","889,827.00","876,850.00","876,850.00","876,850.00","876,850.00","871,823.00","866,672.00","861,937.00","858,395.00","847,057.00","847,057.00","847,057.00","842,230.00","837,326.00","832,366.00","828,906.00","820,507.00","820,507.00","820,507.00","816,404.00","812,902.00","809,458.00","806,763.00","800,096.00","800,096.00","800,096.00","797,441.00","794,289.00","791,823.00","789,626.00","784,685.00","784,685.00","784,685.00","782,677.00","780,778.00","779,048.00","777,459.00","774,662.00","774,662.00","774,662.00","773,236.00","771,986.00","770,770.00","769,712.00","767,812.00","767,812.00","767,812.00","767,052.00","766,200.00","765,490.00","764,833.00","763,522.00","763,522.00","763,522.00","762,976.00","762,419.00","761,838.00","761,263.00","760,422.00","760,422.00","760,422.00","759,985.00","759,428.00","759,056.00","758,078.00","758,078.00","758,078.00","758,078.00","757,671.00",757279.0,756877.0,756608.0,756046.0,756046.0,756046.0,755741.0,755454.0,755172.0,754867.0,754583.0,754583.0,754043.0,753773.0,753511.0,753174.0,752871.0,752437.0,752437.0,751991.0,751596.0,751136.0,750782.0,750418.0,749890.0,749890.0,749471.0,749027.0,747810.0,747549.0,740613.0,739811.0,739327.0,738790.0,738064.0,736920.0,736022.0,735139.0
